"Step","a100_fw1b_l22_decoupled_s1337_paper_strict:train - lr","a100_fw1b_l22_decoupled_s1337_paper_strict:train - lr__MIN","a100_fw1b_l22_decoupled_s1337_paper_strict:train - lr__MAX","a100_fw1b_l22_baseline_s1337_paper_strict:train - lr","a100_fw1b_l22_baseline_s1337_paper_strict:train - lr__MIN","a100_fw1b_l22_baseline_s1337_paper_strict:train - lr__MAX"
"691","0.00009131071428571428","0.00005182499999999999","0.00010364999999999999","0.00010364999999999999","0.00010364999999999999","0.00010364999999999999"
"701","0.00009263214285714285","0.00005257499999999999","0.00010514999999999998","0.00010514999999999998","0.00010514999999999998","0.00010514999999999998"
"711","0.00009395357142857144","0.000053324999999999995","0.00010664999999999999","0.00010664999999999999","0.00010664999999999999","0.00010664999999999999"
"721","0.000095275","0.00005407499999999999","0.00010814999999999999","0.00010814999999999999","0.00010814999999999999","0.00010814999999999999"
"731","0.00009659642857142856","0.00005482499999999999","0.00010964999999999998","0.00010964999999999998","0.00010964999999999998","0.00010964999999999998"
"741","0.00009791785714285712","0.000055574999999999996","0.00011114999999999999","0.00011114999999999999","0.00011114999999999999","0.00011114999999999999"
"751","0.00009923928571428569","0.000056324999999999994","0.00011264999999999999","0.00011264999999999999","0.00011264999999999999","0.00011264999999999999"
"761","0.00010056071428571429","0.000057075","0.00011415","0.00011415","0.00011415","0.00011415"
"771","0.00010188214285714286","0.000057824999999999996","0.00011564999999999999","0.00011564999999999999","0.00011564999999999999","0.00011564999999999999"
"781","0.00010320357142857142","0.000058574999999999994","0.00011714999999999999","0.00011714999999999999","0.00011714999999999999","0.00011714999999999999"
"791","0.00010452499999999999","0.000059325","0.00011865","0.00011865","0.00011865","0.00011865"
"801","0.00010584642857142857","0.000060074999999999997","0.00012014999999999999","0.00012014999999999999","0.00012014999999999999","0.00012014999999999999"
"811","0.00010716785714285715","0.000060825","0.00012165","0.00012165","0.00012165","0.00012165"
"821","0.00010848928571428571","0.00006157499999999999","0.00012314999999999998","0.00012314999999999998","0.00012314999999999998","0.00012314999999999998"
"831","0.00010981071428571428","0.000062325","0.00012465","0.00012465","0.00012465","0.00012465"
"841","0.00011113214285714286","0.00006307499999999999","0.00012614999999999998","0.00012614999999999998","0.00012614999999999998","0.00012614999999999998"
"851","0.00011245357142857143","0.00006382499999999999","0.00012764999999999999","0.00012764999999999999","0.00012764999999999999","0.00012764999999999999"
"861","0.00011377499999999999","0.000064575","0.00012915","0.00012915","0.00012915","0.00012915"
"871","0.00011509642857142855","0.00006532499999999999","0.00013064999999999998","0.00013064999999999998","0.00013064999999999998","0.00013064999999999998"
"881","0.00011641785714285715","0.000066075","0.00013215","0.00013215","0.00013215","0.00013215"
"891","0.00011773928571428572","0.000066825","0.00013365","0.00013365","0.00013365","0.00013365"
"901","0.00011906071428571428","0.00006757499999999999","0.00013514999999999998","0.00013514999999999998","0.00013514999999999998","0.00013514999999999998"
"911","0.00012038214285714284","0.000068325","0.00013665","0.00013665","0.00013665","0.00013665"
"921","0.00012170357142857141","0.000069075","0.00013815","0.00013815","0.00013815","0.00013815"
"931","0.000123025","0.000069825","0.00013965","0.00013965","0.00013965","0.00013965"
"941","0.00012434642857142857","0.000070575","0.00014115","0.00014115","0.00014115","0.00014115"
"951","0.00012566785714285714","0.00007132499999999999","0.00014264999999999997","0.00014264999999999997","0.00014264999999999997","0.00014264999999999997"
"961","0.0001269892857142857","0.00007207499999999999","0.00014414999999999998","0.00014414999999999998","0.00014414999999999998","0.00014414999999999998"
"971","0.00012831071428571429","0.000072825","0.00014565","0.00014565","0.00014565","0.00014565"
"981","0.00012963214285714283","0.00007357499999999999","0.00014714999999999997","0.00014714999999999997","0.00014714999999999997","0.00014714999999999997"
"991","0.0001309535714285714","0.00007432499999999999","0.00014864999999999998","0.00014864999999999998","0.00014864999999999998","0.00014864999999999998"
"1001","0.00013227499999999995","0.00007507499999999998","0.00015014999999999996","0.00015014999999999996","0.00015014999999999996","0.00015014999999999996"
"1011","0.00013359642857142855","0.00007582499999999999","0.00015164999999999997","0.00015164999999999997","0.00015164999999999997","0.00015164999999999997"
"1021","0.00013491785714285712","0.00007657499999999999","0.00015314999999999998","0.00015314999999999998","0.00015314999999999998","0.00015314999999999998"
"1031","0.0001362392857142857","0.00007732499999999998","0.00015464999999999996","0.00015464999999999996","0.00015464999999999996","0.00015464999999999996"
"1041","0.00013756071428571427","0.00007807499999999999","0.00015614999999999997","0.00015614999999999997","0.00015614999999999997","0.00015614999999999997"
"1051","0.00013888214285714284","0.00007882499999999999","0.00015764999999999998","0.00015764999999999998","0.00015764999999999998","0.00015764999999999998"
"1061","0.00014020357142857138","0.00007957499999999998","0.00015914999999999997","0.00015914999999999997","0.00015914999999999997","0.00015914999999999997"
"1071","0.00014152499999999998","0.00008032499999999999","0.00016064999999999997","0.00016064999999999997","0.00016064999999999997","0.00016064999999999997"
"1081","0.00014284642857142858","0.00008107499999999999","0.00016214999999999998","0.00016214999999999998","0.00016214999999999998","0.00016214999999999998"
"1091","0.00014416785714285713","0.000081825","0.00016365","0.00016365","0.00016365","0.00016365"
"1101","0.0001454892857142857","0.00008257499999999999","0.00016514999999999998","0.00016514999999999998","0.00016514999999999998","0.00016514999999999998"
"1111","0.00014681071428571425","0.00008332499999999999","0.00016664999999999998","0.00016664999999999998","0.00016664999999999998","0.00016664999999999998"
"1121","0.00014813214285714285","0.000084075","0.00016815","0.00016815","0.00016815","0.00016815"
"1131","0.00014945357142857142","0.00008482499999999999","0.00016964999999999998","0.00016964999999999998","0.00016964999999999998","0.00016964999999999998"
"1141","0.000150775","0.00008557499999999999","0.00017114999999999999","0.00017114999999999999","0.00017114999999999999","0.00017114999999999999"
"1151","0.0001520964285714286","0.000086325","0.00017265","0.00017265","0.00017265","0.00017265"
"1161","0.00015341785714285714","0.00008707499999999999","0.00017414999999999998","0.00017414999999999998","0.00017414999999999998","0.00017414999999999998"
"1171","0.0001547392857142857","0.000087825","0.00017565","0.00017565","0.00017565","0.00017565"
"1181","0.0001560607142857143","0.000088575","0.00017715","0.00017715","0.00017715","0.00017715"
"1191","0.00015738214285714288","0.000089325","0.00017865","0.00017865","0.00017865","0.00017865"
"1201","0.00015870357142857143","0.000090075","0.00018015","0.00018015","0.00018015","0.00018015"
"1211","0.00016002500000000003","0.000090825","0.00018165","0.00018165","0.00018165","0.00018165"
"1221","0.00016134642857142857","0.000091575","0.00018315","0.00018315","0.00018315","0.00018315"
"1231","0.00016266785714285712","0.000092325","0.00018465","0.00018465","0.00018465","0.00018465"
"1241","0.00016398928571428566","0.000093075","0.00018615","0.00018615","0.00018615","0.00018615"
"1251","0.00016531071428571426","0.00009382499999999999","0.00018764999999999998","0.00018764999999999998","0.00018764999999999998","0.00018764999999999998"
"1261","0.0001666321428571428","0.00009457499999999998","0.00018914999999999996","0.00018914999999999996","0.00018914999999999996","0.00018914999999999996"
"1271","0.0001679535714285714","0.00009532499999999999","0.00019064999999999997","0.00019064999999999997","0.00019064999999999997","0.00019064999999999997"
"1281","0.00016927499999999998","0.00009607499999999999","0.00019214999999999998","0.00019214999999999998","0.00019214999999999998","0.00019214999999999998"
"1291","0.00017059642857142858","0.00009682499999999998","0.00019364999999999996","0.00019364999999999996","0.00019364999999999996","0.00019364999999999996"
"1301","0.00017191785714285713","0.00009757499999999999","0.00019514999999999997","0.00019514999999999997","0.00019514999999999997","0.00019514999999999997"
"1311","0.00017323928571428573","0.00009832499999999999","0.00019664999999999998","0.00019664999999999998","0.00019664999999999998","0.00019664999999999998"
"1321","0.00017456071428571424","0.00009907499999999998","0.00019814999999999996","0.00019814999999999996","0.00019814999999999996","0.00019814999999999996"
"1331","0.00017588214285714284","0.00009982499999999999","0.00019964999999999997","0.00019964999999999997","0.00019964999999999997","0.00019964999999999997"
"1341","0.00017720357142857144","0.00010057499999999999","0.00020114999999999998","0.00020114999999999998","0.00020114999999999998","0.00020114999999999998"
"1351","0.00017852499999999996","0.00010132499999999998","0.00020264999999999997","0.00020264999999999997","0.00020264999999999997","0.00020264999999999997"
"1361","0.00017984642857142853","0.00010207499999999999","0.00020414999999999997","0.00020414999999999997","0.00020414999999999997","0.00020414999999999997"
"1371","0.00018116785714285708","0.00010282499999999999","0.00020564999999999998","0.00020564999999999998","0.00020564999999999998","0.00020564999999999998"
"1381","0.0001824892857142857","0.000103575","0.00020715","0.00020715","0.00020715","0.00020715"
"1391","0.00018381071428571428","0.00010432499999999999","0.00020864999999999998","0.00020864999999999998","0.00020864999999999998","0.00020864999999999998"
"1401","0.00018513214285714282","0.00010507499999999999","0.00021014999999999999","0.00021014999999999999","0.00021014999999999999","0.00021014999999999999"
"1411","0.00018645357142857142","0.000105825","0.00021165","0.00021165","0.00021165","0.00021165"
"1421","0.000187775","0.00010657499999999999","0.00021314999999999998","0.00021314999999999998","0.00021314999999999998","0.00021314999999999998"
"1431","0.00018909642857142857","0.00010732499999999999","0.00021464999999999999","0.00021464999999999999","0.00021464999999999999","0.00021464999999999999"
"1441","0.00019041785714285714","0.000108075","0.00021615","0.00021615","0.00021615","0.00021615"
"1451","0.00019173928571428571","0.00010882499999999999","0.00021764999999999998","0.00021764999999999998","0.00021764999999999998","0.00021764999999999998"
"1461","0.0001930607142857143","0.000109575","0.00021915","0.00021915","0.00021915","0.00021915"
"1471","0.00019438214285714286","0.000110325","0.00022065","0.00022065","0.00022065","0.00022065"
"1481","0.0001957035714285714","0.000111075","0.00022215","0.00022215","0.00022215","0.00022215"
"1491","0.00019702499999999998","0.000111825","0.00022365","0.00022365","0.00022365","0.00022365"
"1501","0.0001983464285714285","0.00011257499999999999","0.00022514999999999997","0.00022514999999999997","0.00022514999999999997","0.00022514999999999997"
"1511","0.0001996678571428571","0.00011332499999999998","0.00022664999999999995","0.00022664999999999995","0.00022664999999999995","0.00022664999999999995"
"1521","0.00020098928571428567","0.00011407499999999998","0.00022814999999999996","0.00022814999999999996","0.00022814999999999996","0.00022814999999999996"
"1531","0.0002023107142857143","0.00011482499999999999","0.00022964999999999997","0.00022964999999999997","0.00022964999999999997","0.00022964999999999997"
"1541","0.00020363214285714284","0.00011557499999999999","0.00023114999999999998","0.00023114999999999998","0.00023114999999999998","0.00023114999999999998"
"1551","0.0002049535714285714","0.00011632499999999998","0.00023264999999999996","0.00023264999999999996","0.00023264999999999996","0.00023264999999999996"
"1561","0.00020627499999999999","0.00011707499999999999","0.00023414999999999997","0.00023414999999999997","0.00023414999999999997","0.00023414999999999997"
"1571","0.00020759642857142856","0.00011782499999999999","0.00023564999999999998","0.00023564999999999998","0.00023564999999999998","0.00023564999999999998"
"1581","0.00020891785714285713","0.00011857499999999998","0.00023714999999999996","0.00023714999999999996","0.00023714999999999996","0.00023714999999999996"
"1591","0.0002102392857142857","0.00011932499999999999","0.00023864999999999997","0.00023864999999999997","0.00023864999999999997","0.00023864999999999997"
"1601","0.00021156071428571428","0.00012007499999999999","0.00024014999999999998","0.00024014999999999998","0.00024014999999999998","0.00024014999999999998"
"1611","0.00021288214285714282","0.00012082499999999998","0.00024164999999999996","0.00024164999999999996","0.00024164999999999996","0.00024164999999999996"
"1621","0.0002142035714285714","0.00012157499999999999","0.00024314999999999997","0.00024314999999999997","0.00024314999999999997","0.00024314999999999997"
"1631","0.00021552499999999997","0.00012232499999999998","0.00024464999999999996","0.00024464999999999996","0.00024464999999999996","0.00024464999999999996"
"1641","0.00021684642857142854","0.000123075","0.00024615","0.00024615","0.00024615","0.00024615"
"1651","0.00021816785714285714","0.000123825","0.00024765","0.00024765","0.00024765","0.00024765"
"1661","0.00021948928571428566","0.00012457499999999998","0.00024914999999999996","0.00024914999999999996","0.00024914999999999996","0.00024914999999999996"
"1671","0.00022081071428571428","0.000125325","0.00025065","0.00025065","0.00025065","0.00025065"
"1681","0.00022213214285714286","0.000126075","0.00025215","0.00025215","0.00025215","0.00025215"
"1691","0.00022345357142857148","0.000126825","0.00025365","0.00025365","0.00025365","0.00025365"
"1701","0.000224775","0.000127575","0.00025515","0.00025515","0.00025515","0.00025515"
"1711","0.00022609642857142855","0.000128325","0.00025665","0.00025665","0.00025665","0.00025665"
"1721","0.00022741785714285712","0.000129075","0.00025815","0.00025815","0.00025815","0.00025815"
"1731","0.0002287392857142857","0.000129825","0.00025965","0.00025965","0.00025965","0.00025965"
"1741","0.00023006071428571424","0.000130575","0.00026115","0.00026115","0.00026115","0.00026115"
"1751","0.0002313821428571428","0.00013132499999999998","0.00026264999999999996","0.00026264999999999996","0.00026264999999999996","0.00026264999999999996"
"1761","0.00023270357142857138","0.00013207499999999997","0.00026414999999999994","0.00026414999999999994","0.00026414999999999994","0.00026414999999999994"
"1771","0.00023402499999999998","0.000132825","0.00026565","0.00026565","0.00026565","0.00026565"
"1781","0.00023534642857142853","0.00013357499999999998","0.00026714999999999996","0.00026714999999999996","0.00026714999999999996","0.00026714999999999996"
"1791","0.00023666785714285713","0.00013432499999999997","0.00026864999999999994","0.00026864999999999994","0.00026864999999999994","0.00026864999999999994"
"1801","0.0002379892857142857","0.000135075","0.00027015","0.00027015","0.00027015","0.00027015"
"1811","0.00023931071428571427","0.00013582499999999998","0.00027164999999999996","0.00027164999999999996","0.00027164999999999996","0.00027164999999999996"
"1821","0.00024063214285714282","0.00013657499999999997","0.00027314999999999994","0.00027314999999999994","0.00027314999999999994","0.00027314999999999994"
"1831","0.00024195357142857142","0.000137325","0.00027465","0.00027465","0.00027465","0.00027465"
"1841","0.000243275","0.00013807499999999998","0.00027614999999999996","0.00027614999999999996","0.00027614999999999996","0.00027614999999999996"
"1851","0.00024459642857142854","0.00013882499999999997","0.00027764999999999995","0.00027764999999999995","0.00027764999999999995","0.00027764999999999995"
"1861","0.0002459178571428571","0.000139575","0.00027915","0.00027915","0.00027915","0.00027915"
"1871","0.0002472392857142857","0.00014032499999999998","0.00028064999999999996","0.00028064999999999996","0.00028064999999999996","0.00028064999999999996"
"1881","0.00024856071428571434","0.000141075","0.00028215","0.00028215","0.00028215","0.00028215"
"1891","0.00024988214285714277","0.000141825","0.00028365","0.00028365","0.00028365","0.00028365"
"1901","0.00025120357142857137","0.00014257499999999998","0.00028514999999999997","0.00028514999999999997","0.00028514999999999997","0.00028514999999999997"
"1911","0.000252525","0.000143325","0.00028665","0.00028665","0.00028665","0.00028665"
"1921","0.00024812916666666667","0.000144075","0.00028815","0.00028815","0.00028815","0.00028815"
"1931","0.0002494208333333333","0.00014482499999999998","0.00028964999999999997","0.00028964999999999997","0.00028964999999999997","0.00028964999999999997"
"1941","0.0002507125","0.000145575","0.00029115","0.00029115","0.00029115","0.00029115"
"1951","0.00025200416666666664","0.000146325","0.00029265","0.00029265","0.00029265","0.00029265"
"1961","0.00025329583333333334","0.00014707499999999998","0.00029414999999999997","0.00029414999999999997","0.00029414999999999997","0.00029414999999999997"
"1971","0.00025458750000000003","0.000147825","0.00029565","0.00029565","0.00029565","0.00029565"
"1981","0.0002558791666666666","0.000148575","0.00029715","0.00029715","0.00029715","0.00029715"
"1991","0.0002571708333333333","0.00014932499999999998","0.00029864999999999997","0.00029864999999999997","0.00029864999999999997","0.00029864999999999997"
"2001","0.0002583333333333333","0.00015","0.0003","0.0003","0.0003","0.0003"
"2011","0.0002583323373784399","0.0001499994217036103","0.0002999988434072206","0.0002999988434072206","0.0002999988434072206","0.0002999988434072206"
"2021","0.00025832934952911866","0.00014999768682335922","0.00029999537364671844","0.00029999537364671844","0.00029999537364671844","0.00029999537364671844"
"2031","0.0002583243698314458","0.00014999479538600077","0.00029998959077200154","0.00029998959077200154","0.00029998959077200154","0.00029998959077200154"
"2041","0.00025831739836221446","0.00014999074743612454","0.0002999814948722491","0.0002999814948722491","0.0002999814948722491","0.0002999814948722491"
"2051","0.00025830843522893336","0.00014998554303615486","0.0002999710860723097","0.0002999710860723097","0.0002999710860723097","0.0002999710860723097"
"2061","0.00025829748056982503","0.00014997918226635002","0.00029995836453270005","0.00029995836453270005","0.00029995836453270005","0.00029995836453270005"
"2071","0.000258284534553824","0.00014997166522480102","0.00029994333044960203","0.00029994333044960203","0.00029994333044960203","0.00029994333044960203"
"2081","0.00025826959738057365","0.00014996299202742986","0.0002999259840548597","0.0002999259840548597","0.0002999259840548597","0.0002999259840548597"
"2091","0.00024992193801331335","0.000149953162807988","0.000299906325615976","0.000299906325615976","0.000299906325615976","0.000299906325615976"
"2101","0.0002499036295300904","0.00014994217771805422","0.00029988435543610843","0.00029988435543610843","0.00029988435543610843","0.00029988435543610843"
"2111","0.0002498833948783869","0.00014993003692703212","0.00029986007385406424","0.00029986007385406424","0.00029986007385406424","0.00029986007385406424"
"2121","0.0002498612343702463","0.00014991674062214775","0.0002998334812442955","0.0002998334812442955","0.0002998334812442955","0.0002998334812442955"
"2131","0.00024983714834741095","0.00014990228900844656","0.0002998045780168931","0.0002998045780168931","0.0002998045780168931","0.0002998045780168931"
"2141","0.0002498111371813172","0.00014988668230879034","0.0002997733646175807","0.0002997733646175807","0.0002997733646175807","0.0002997733646175807"
"2151","0.00024978320127308945","0.00014986992076385368","0.00029973984152770737","0.00029973984152770737","0.00029973984152770737","0.00029973984152770737"
"2161","0.00024975334105353396","0.00014985200463212036","0.0002997040092642407","0.0002997040092642407","0.0002997040092642407","0.0002997040092642407"
"2171","0.0002497215569831321","0.00014983293418987926","0.0002996658683797585","0.0002996658683797585","0.0002996658683797585","0.0002996658683797585"
"2181","0.00024968784955203377","0.00014981270973122025","0.0002996254194624405","0.0002996254194624405","0.0002996254194624405","0.0002996254194624405"
"2191","0.00024965221928004904","0.00014979133156802944","0.0002995826631360589","0.0002995826631360589","0.0002995826631360589","0.0002995826631360589"
"2201","0.000249614666716641","0.00014976880002998458","0.00029953760005996916","0.00029953760005996916","0.00029953760005996916","0.00029953760005996916"
"2211","0.0002495751924409165","0.00014974511546454988","0.00029949023092909976","0.00029949023092909976","0.00029949023092909976","0.00029949023092909976"
"2221","0.00024953379706161763","0.00014972027823697057","0.00029944055647394114","0.00029944055647394114","0.00029944055647394114","0.00029944055647394114"
"2231","0.0002494904812171125","0.0001496942887302675","0.000299388577460535","0.000299388577460535","0.000299388577460535","0.000299388577460535"
"2241","0.000249445245575385","0.000149667147345231","0.000299334294690462","0.000299334294690462","0.000299334294690462","0.000299334294690462"
"2251","0.0002493980908340246","0.00014963885450041477","0.00029927770900082954","0.00029927770900082954","0.00029927770900082954","0.00029927770900082954"
"2261","0.00024934901772021576","0.00014960941063212947","0.00029921882126425893","0.00029921882126425893","0.00029921882126425893","0.00029921882126425893"
"2271","0.0002492980269907267","0.00014957881619443602","0.00029915763238887204","0.00029915763238887204","0.00029915763238887204","0.00029915763238887204"
"2281","0.00024924511943189747","0.00014954707165913849","0.00029909414331827697","0.00029909414331827697","0.00029909414331827697","0.00029909414331827697"
"2291","0.000249190295859628","0.00014951417751577682","0.00029902835503155365","0.00029902835503155365","0.00029902835503155365","0.00029902835503155365"
"2301","0.0002491335571193658","0.00014948013427161947","0.00029896026854323894","0.00029896026854323894","0.00029896026854323894","0.00029896026854323894"
"2311","0.00024907490408609224","0.00014944494245165533","0.00029888988490331067","0.00029888988490331067","0.00029888988490331067","0.00029888988490331067"
"2321","0.0002490143376643097","0.00014940860259858585","0.0002988172051971717","0.0002988172051971717","0.0002988172051971717","0.0002988172051971717"
"2331","0.00024895185878802737","0.00014937111527281642","0.00029874223054563283","0.00029874223054563283","0.00029874223054563283","0.00029874223054563283"
"2341","0.0002488874684207469","0.0001493324810524481","0.0002986649621048962","0.0002986649621048962","0.0002986649621048962","0.0002986649621048962"
"2351","0.00024882116755544715","0.00014929270053326828","0.00029858540106653656","0.00029858540106653656","0.00029858540106653656","0.00029858540106653656"
"2361","0.0002487529572145697","0.0001492517743287418","0.0002985035486574836","0.0002985035486574836","0.0002985035486574836","0.0002985035486574836"
